profile,method,rmsError,rmsMoving,rmsAccelerating,peakError,peakCurrent,resultFile
1,fb,0.000199507426961974,0.000268866399133457,0.000268029526301151,0.000679499999999278,1.78126322045758,C:\Users\AKZW\Documents\MATLAB\NikonMotorProject2025\data\acceleration_ff\20260909_051841_413_comparison\20260909_051859_376_profile_01_fb\result.mat
1,acceleration,2.1281926145809e-05,2.28719246924056e-05,2.28447330604969e-05,0.000152099999999578,1.98531720688069,C:\Users\AKZW\Documents\MATLAB\NikonMotorProject2025\data\acceleration_ff\20260909_051841_413_comparison\20260909_051918_993_profile_01_acceleration\result.mat
2,fb,0.000254508250003978,0.000373681461320749,0.000372648675108938,0.000945599999999908,1.89888593350275,C:\Users\AKZW\Documents\MATLAB\NikonMotorProject2025\data\acceleration_ff\20260909_051841_413_comparison\20260909_051937_639_profile_02_fb\result.mat
2,acceleration,2.12138637137245e-05,2.31396755761731e-05,2.30977961570714e-05,0.000152999999999829,1.94053137991587,C:\Users\AKZW\Documents\MATLAB\NikonMotorProject2025\data\acceleration_ff\20260909_051841_413_comparison\20260909_051955_065_profile_02_acceleration\result.mat
