bin,referenceLeft_m,referenceRight_m,direction,samples,acquisition,signalEnergy,noiseEnergy,gate
69,0.68,0.69,1,133,10,0.0023195735044284,0.000148743759776425,0.93973880022091
70,0.69,0.7,1,134,10,0.00363037455098877,7.8552151959376e-05,0.978820786105874
71,0.7,0.71,1,133,10,0.00314106880018927,9.7765063804942e-05,0.969814733354561
72,0.71,0.72,1,134,10,0.00286706627624946,0.000111357249730785,0.962612016471319
73,0.72,0.73,1,133,10,0.00205324565230318,9.48412735487411e-05,0.955848493649238
74,0.73,0.74,1,133,10,0.00264018907864226,8.82526149490775e-05,0.967654571781259
75,0.74,0.75,1,134,10,0.00269787788412204,7.14318149336265e-05,0.974205913134965
76,0.75,0.76,1,133,10,0.00151588320950992,9.8868567736705e-05,0.938771661917419
77,0.76,0.77,1,133,10,0.00271676565299284,0.000111907145172511,0.960438285670547
78,0.77,0.78,1,134,10,0.0021085457915261,8.79720983880832e-05,0.95994929119766
79,0.78,0.79,1,133,10,0.00194463989296912,0.000121012794824845,0.941416678834775
80,0.79,0.8,1,133,10,0.00267273298096395,7.45650057011309e-05,0.972858784863143
81,0.8,0.81,1,134,10,0.00183776323745393,9.1780900429483e-05,0.95243389429269
82,0.81,0.82,1,133,10,0.00222269085714713,7.89790924008566e-05,0.965686178239253
83,0.82,0.83,1,133,10,0.00193062213336803,5.51471020840494e-05,0.972228846585241
84,0.83,0.84,1,134,10,0.00260252951613904,0.000153199466616633,0.944406918250925
85,0.84,0.85,1,133,10,0.00146390554707435,7.97014816318209e-05,0.948366727962734
86,0.85,0.86,1,133,10,0.00158885180643325,7.31010688709199e-05,0.956014956887667
87,0.86,0.87,1,134,10,0.0020247413496169,0.000100357503099037,0.952775136567987
88,0.87,0.88,1,133,10,0.00176822084233412,9.53853137365073e-05,0.948816806906442
89,0.88,0.89,1,133,10,0.00188875392790961,8.82894122930698e-05,0.95534270266224
90,0.89,0.9,1,134,10,0.00140984122197398,0.000112528344710251,0.926083424699995
91,0.9,0.91,1,133,10,0.00188561201534456,8.77136774721868e-05,0.955550329177044
92,0.91,0.92,1,133,10,0.00127124727202699,0.000111441316245389,0.919402447383593
93,0.92,0.93,1,134,10,0.00574340248225423,0.000107768407792329,0.981581736404989
94,0.93,0.94,1,133,10,0.000960366724814832,0.000119572731281233,0.889278301106357
95,0.94,0.95,1,133,10,0.00652290740169682,0.000103530198733315,0.984376190499916
96,0.95,0.96,1,134,10,0.000868741551214312,0.000112084349053784,0.885724521525026
97,0.96,0.97,1,133,10,0.00565801542937555,0.000155295183411912,0.973286274593635
98,0.97,0.98,1,133,10,0.00125828450995898,0.000156518666606432,0.889370713044059
99,0.98,0.99,1,134,10,0.00924564976662414,0.000160503977254722,0.98293627962873
100,0.99,1,1,133,10,0.00123287527187449,0.000169954352008007,0.878848900027048
101,1,1.01,1,133,10,0.00821289228412929,0.00015513008306506,0.981461559702179
102,1.01,1.02,1,134,10,0.00110029162580345,8.972029317876e-05,0.924605550795243
103,1.02,1.03,1,133,10,0.0042772270101067,7.06135686392923e-05,0.98375893334625
104,1.03,1.04,1,133,10,0.00128998296631227,0.000152724566793956,0.894140313757749
105,1.04,1.05,1,133,10,0.00605850866931779,0.000129448215328192,0.979080620996344
106,1.05,1.06,1,134,10,0.00196204202500657,0.000108591004902478,0.947556615134625
107,1.06,1.07,1,133,10,0.00399551419083984,0.000143605833190222,0.965305226145532
108,1.07,1.08,1,134,10,0.00175532722165818,8.28959894206455e-05,0.954904285333229
109,1.08,1.09,1,133,10,0.00319715199962836,9.96734338240214e-05,0.969766845155752
110,1.09,1.1,1,133,10,0.00214785927335642,6.49252753327037e-05,0.970659016318979
111,1.1,1.11,1,133,10,0.0021716766804307,9.99258181157739e-05,0.956010869780381
112,1.11,1.12,1,134,10,0.00197792165643298,0.000140906747768012,0.93349780119587
113,1.12,1.13,1,133,10,0.00282247097838443,0.000150215121423713,0.949468219522604
114,1.13,1.14,1,134,10,0.00324913544099961,0.000137236433521719,0.95947390345571
115,1.14,1.15,1,133,10,0.0015185111672635,0.000142665876365325,0.914117596969873
116,1.15,1.16,1,133,10,0.00282520867636443,8.97480496999537e-05,0.969211189690241
117,1.16,1.17,1,134,10,0.00192428295681919,0.000104279831097439,0.948594230497279
118,1.17,1.18,1,133,10,0.00259118735281655,0.000108276998772645,0.959889450398224
119,1.18,1.19,1,133,10,0.00193991320153638,0.000103459681946529,0.949368182976872
120,1.19,1.2,1,133,10,0.00237308655091014,9.05748702987372e-05,0.963235666427616
121,1.2,1.21,1,134,10,0.00206183571119939,8.16984270070225e-05,0.961886108762708
122,1.21,1.22,1,133,10,0.0024906057512592,0.00013756565003994,0.947657276092442
123,1.22,1.23,1,133,10,0.00238573649357617,9.69524034180968e-05,0.960948629715356
124,1.23,1.24,1,134,10,0.00222158157415795,0.000101520084087979,0.956299766853668
125,1.24,1.25,1,211,10,0.00239981720001699,0.000156500450151843,0.938778950205384
126,0,0.01,-1,212,10,0.00169108140229932,0.000225103941801775,0.882524964250066
127,0.01,0.02,-1,133,10,0.00345798604066275,0.000102317686244715,0.971261528764685
128,0.02,0.03,-1,133,10,0.00159898798363966,0.000141958318976597,0.918459105393851
129,0.03,0.04,-1,133,10,0.00282672380407964,0.000118497307488776,0.959766244027202
130,0.04,0.05,-1,134,10,0.00287924684207867,6.9038245379359e-05,0.976583592382892
131,0.05,0.06,-1,133,10,0.00237154861935503,9.266060054591e-05,0.962397429651028
132,0.06,0.07,-1,133,10,0.00309044396552039,0.000122777808463762,0.96178981187734
133,0.07,0.08,-1,134,10,0.00207568792188931,8.37749437266386e-05,0.961205656711887
134,0.08,0.09,-1,133,10,0.00284524169265745,0.000130981841071227,0.95599059022723
135,0.09,0.1,-1,134,10,0.0015057722428438,0.000139239267163172,0.915356660840274
136,0.1,0.11,-1,133,10,0.00248807924039579,9.24359971348849e-05,0.964179247698092
137,0.11,0.12,-1,133,10,0.00196553961695849,7.82217514679096e-05,0.961726573035219
138,0.12,0.13,-1,134,10,0.00195538462257572,9.82471946371429e-05,0.952159294663402
139,0.13,0.14,-1,133,10,0.002167464077553,0.000112331661522666,0.950727313154726
140,0.14,0.15,-1,133,10,0.00327244784847165,0.000129673803972333,0.961884430593721
141,0.15,0.16,-1,134,10,0.003971349527905,7.86561961004258e-05,0.980578744460974
142,0.16,0.17,-1,133,10,0.00262833065869334,4.31341838890447e-05,0.983853733277153
143,0.17,0.18,-1,133,10,0.00272070018179844,5.73880266549269e-05,0.979342618970736
144,0.18,0.19,-1,133,10,0.00266610953949221,7.97864374364166e-05,0.970943386746332
145,0.19,0.2,-1,134,10,0.00457156975363122,0.000112816856172168,0.975916407937793
146,0.2,0.21,-1,133,10,0.00243182991803598,9.98383924749139e-05,0.960564189210566
147,0.21,0.22,-1,134,10,0.00379218958198019,0.00011906145598368,0.96955923953026
148,0.22,0.23,-1,133,10,0.00168475842785231,0.000101706299050921,0.943068397870231
149,0.23,0.24,-1,133,10,0.00253392034060792,0.000127882403165807,0.951956468801102
150,0.24,0.25,-1,134,10,0.00445645045596677,0.00017355928073178,0.962514273057331
151,0.25,0.26,-1,133,10,0.00521404021516865,0.000116088194083031,0.978220375726496
152,0.26,0.27,-1,133,10,0.00403158218541296,0.000115254016668709,0.972206759309458
153,0.27,0.28,-1,134,10,0.00268105439562501,0.000122119304766692,0.956435341573864
154,0.28,0.29,-1,133,10,0.00190321516083046,0.000134630546286042,0.933934867681155
155,0.29,0.3,-1,133,10,0.00266435627865783,0.000103734861817485,0.962524766507626
156,0.3,0.31,-1,134,10,0.00488183472637608,0.000120076487552712,0.975993878656155
157,0.31,0.32,-1,133,10,0.00428230797354754,7.36576320893939e-05,0.983090400898924
158,0.32,0.33,-1,133,10,0.00332339086440295,7.04913137607652e-05,0.979229887762661
159,0.33,0.34,-1,133,10,0.00290495546815288,7.63049829678144e-05,0.974405126885465
160,0.34,0.35,-1,134,10,0.00100575663434098,9.79407537478211e-05,0.911261225400363
161,0.35,0.36,-1,133,10,0.00360273374609295,7.57244949811684e-05,0.979414066976316
162,0.36,0.37,-1,134,10,0.0027927788951083,9.06365367283252e-05,0.968566258012085
163,0.37,0.38,-1,133,10,0.00280781731882861,0.000114757392190474,0.960734145902994
164,0.38,0.39,-1,133,10,0.00210405446405722,0.000113028191416749,0.949019405687162
165,0.39,0.4,-1,134,10,0.0032218459200812,6.30658476499218e-05,0.980801357202516
166,0.4,0.41,-1,133,10,0.00289394390580027,9.7144505405367e-05,0.967522021401497
167,0.41,0.42,-1,133,10,0.00252807733625734,6.75209099248425e-05,0.973986378660812
168,0.42,0.43,-1,134,10,0.00356915929178185,7.45386752607522e-05,0.979543124612699
169,0.43,0.44,-1,133,10,0.00253509156450749,9.005581956691e-05,0.965694947219635
170,0.44,0.45,-1,133,10,0.00178178112361495,7.97089477567803e-05,0.957180030674006
171,0.45,0.46,-1,133,10,0.00277078353172009,8.77476789923083e-05,0.969303228642923
172,0.46,0.47,-1,134,10,0.00297194799014803,6.88665897552274e-05,0.977352584991414
173,0.47,0.48,-1,133,10,0.00237697624255306,7.64964525192605e-05,0.968821151882839
174,0.48,0.49,-1,133,10,0.00253004148101901,6.95379219794882e-05,0.973250318147898
175,0.49,0.5,-1,134,10,0.00246518259790863,6.1646692589563e-05,0.975603143108489
176,0.5,0.51,-1,133,10,0.00255103643869496,0.000100885030600229,0.96195776090344
177,0.51,0.52,-1,134,10,0.00366111620488752,0.000123079528547021,0.967475379917699
178,0.52,0.53,-1,133,10,0.00180398225444428,0.00015712653284782,0.919878726837597
179,0.53,0.54,-1,133,10,0.00283675778634911,6.37759159743549e-05,0.978012351339594
180,0.54,0.55,-1,134,10,0.00401341695785344,0.000116332070865282,0.971830716574713
181,0.55,0.56,-1,133,10,0.00291340644746965,8.02119400269022e-05,0.973205689689132
182,0.56,0.57,-1,133,10,0.00302553204061404,0.000128137904696293,0.959368638152245
183,0.57,0.58,-1,134,10,0.00227702763065721,7.97797426647254e-05,0.966149230705997
184,0.58,0.59,-1,133,10,0.00241676529935088,7.74436337573802e-05,0.968950622889129
185,0.59,0.6,-1,133,10,0.00234424504597774,0.000114005682405069,0.953623248805027
186,0.6,0.61,-1,133,10,0.00759023988992238,0.000150198914196967,0.980595555627023
187,0.61,0.62,-1,134,10,0.0020360557489865,0.000119477028071623,0.944571927022754
188,0.62,0.63,-1,133,10,0.00540413204406751,8.00002838350152e-05,0.985412408189353
189,0.63,0.64,-1,133,10,0.00160375745663324,9.51517523102445e-05,0.943992444205175
190,0.64,0.65,-1,134,10,0.00496796747223637,0.000138387157044968,0.972899031287131
191,0.65,0.66,-1,133,10,0.00161767739147114,0.000183133063105729,0.898305197729009
192,0.66,0.67,-1,134,10,0.0089584473384806,0.000124046836001177,0.986342205828251
193,0.67,0.68,-1,133,10,0.00283995765813193,0.000122355029300927,0.95869611272976
194,0.68,0.69,-1,133,10,0.0052360979278162,9.68487649737032e-05,0.981839540023034
195,0.69,0.7,-1,134,10,0.00258544872958346,0.000145419671161163,0.94674965988053
196,0.7,0.71,-1,133,10,0.00252743450854203,8.93224636867093e-05,0.96586520466567
197,0.71,0.72,-1,133,10,0.0015177889668567,9.49838992297494e-05,0.941105222423393
198,0.72,0.73,-1,134,10,0.00322053964161674,0.000126793581370509,0.962121016067425
199,0.73,0.74,-1,133,10,0.00389533486060369,0.000112684671379286,0.971885199041549
200,0.74,0.75,-1,133,10,0.00248634435569155,8.27631937620487e-05,0.967785235857623
201,0.75,0.76,-1,133,10,0.00251283885400124,0.000119111288670777,0.954744093841439
202,0.76,0.77,-1,134,10,0.00312822290621517,0.00014930886420617,0.954444724059235
203,0.77,0.78,-1,133,10,0.00275296670467532,0.000152704119997151,0.947446173633806
204,0.78,0.79,-1,134,10,0.00213777625514065,9.41077427338609e-05,0.957834841405968
205,0.79,0.8,-1,133,10,0.0029288375762,9.16950147238916e-05,0.969642765981265
206,0.8,0.81,-1,133,10,0.00270770800221616,0.000106470238276739,0.962166490826789
207,0.81,0.82,-1,134,10,0.00253468380696639,0.000113979482693445,0.956967167877317
208,0.82,0.83,-1,133,10,0.00225568162307961,9.0995522928736e-05,0.961223671912637
209,0.83,0.84,-1,133,10,0.00163181807318523,0.000130892442307454,0.92574365378942
210,0.84,0.85,-1,134,10,0.00307043401588225,5.33072218235921e-05,0.982934815092833
211,0.85,0.86,-1,133,10,0.00203809181549277,7.35733101923059e-05,0.965158627995792
212,0.86,0.87,-1,133,10,0.00256433460961591,0.000124334312557639,0.953756183391622
213,0.87,0.88,-1,134,10,0.00252640002480348,0.000113472089919827,0.957016065555994
214,0.88,0.89,-1,133,10,0.00340063197545261,6.4728453676669e-05,0.981321292546492
215,0.89,0.9,-1,133,10,0.00204421790775061,5.16481543964349e-05,0.975357130243559
216,0.9,0.91,-1,134,10,0.00457735499992002,8.82575179289792e-05,0.981083401677414
217,0.91,0.92,-1,133,10,0.00486132325864705,8.61395350675081e-05,0.982589149497608
218,0.92,0.93,-1,133,10,0.00450941660571308,0.000122446839533073,0.973564238026329
219,0.93,0.94,-1,134,10,0.00417786536795492,0.00017416193503766,0.959981424078406
220,0.94,0.95,-1,133,10,0.00199007551075828,0.000147967580987495,0.930792984688314
221,0.95,0.96,-1,133,10,0.00348378373444576,0.000102000491484208,0.971554202635337
222,0.96,0.97,-1,134,10,0.00440663271420239,0.000147625112031933,0.967585253697857
223,0.97,0.98,-1,133,10,0.00635848341983146,0.000119127351708267,0.981609368653073
224,0.98,0.99,-1,133,10,0.00388074956688028,0.000228858957302972,0.944311251070208
225,0.99,1,-1,134,10,0.00496894762728396,0.000137099386248994,0.973149603619859
226,1,1.01,-1,133,10,0.00116885339287781,0.000120918035213036,0.906248477381747
227,1.01,1.02,-1,133,10,0.0046270145516954,0.000123286058947979,0.974046682714827
228,1.02,1.03,-1,134,10,0.00318444233176292,0.00011441866084441,0.965315707118057
229,1.03,1.04,-1,133,10,0.00625142037829624,0.000145440091484609,0.977263832442231
230,1.04,1.05,-1,133,10,0.00179078726716688,0.000150084833472632,0.922671445777813
231,1.05,1.06,-1,134,10,0.00417914421483827,0.000141955028912571,0.967148398843682
232,1.06,1.07,-1,133,10,0.0011885791044053,0.000148488378531975,0.88894473882068
233,1.07,1.08,-1,133,10,0.002435670969145,0.00014825802101801,0.94262302811632
234,1.08,1.09,-1,134,10,0.00293364627746372,0.000144749351275836,0.952978964131682
235,1.09,1.1,-1,133,10,0.00255723883341481,6.67642357712672e-05,0.974556342347581
236,1.1,1.11,-1,133,10,0.00286908096253299,8.25441187743991e-05,0.972034348367227
237,1.11,1.12,-1,134,10,0.00272543086466078,6.76122636235606e-05,0.975792617400401
238,1.12,1.13,-1,133,10,0.00322906700631722,0.000129480332673438,0.961447518940629
239,1.13,1.14,-1,133,10,0.00251091413933524,6.69036950505252e-05,0.974046383666801
240,1.14,1.15,-1,134,10,0.00240268802756596,0.000117416273019016,0.953408169260391
241,1.15,1.16,-1,133,10,0.00209962436999085,0.000109105709165071,0.950602515810005
242,1.16,1.17,-1,133,10,0.00209807710576669,0.00013620198335493,0.939039852264617
243,1.17,1.18,-1,134,10,0.00216043517226381,0.000102137953092723,0.954857612358218
244,1.18,1.19,-1,133,10,0.00303118064011383,7.03897925094123e-05,0.977305112349205
245,1.19,1.2,-1,133,10,0.00211389098726278,0.0001017020197041,0.954097156208608
246,1.2,1.21,-1,134,10,0.00283675421075127,0.000121136202949941,0.959046419573616
247,1.21,1.22,-1,133,10,0.0024733075929105,0.000155550970912884,0.940829463762915
248,1.22,1.23,-1,133,10,0.00276815223645519,7.31664902451726e-05,0.974249108501058
249,1.23,1.24,-1,134,10,0.00694383989650103,0.000113256112753526,0.983951456434063
250,1.24,1.25,-1,211,10,0.00250447998033494,0.000188201931943538,0.930106140244287
1,0,0.01,1,212,12,0,0.00160664325302288,0
2,0.01,0.02,1,133,12,0.00301590557310089,0.000285330181983669,0.913568674535224
3,0.02,0.03,1,134,12,0.00251020373361909,0.000105587401915293,0.959634620485965
4,0.03,0.04,1,133,12,0.000634575179410849,0.000148675319767568,0.810181646965409
5,0.04,0.05,1,133,12,0.00123198779589648,0.000126023111943654,0.907200221135123
6,0.05,0.06,1,133,12,0.00063046694198489,0.000115707996697021,0.844931810626856
7,0.06,0.07,1,134,12,0.00118800974893496,0.000140514132332391,0.894232889364136
8,0.07,0.08,1,133,12,0.000746624211690074,8.69930378267865e-05,0.895643908667671
9,0.08,0.09,1,134,12,0.000697148548790988,0.000118413375575873,0.854807621545354
10,0.09,0.1,1,133,12,0.000624660137991547,0.000111390761332726,0.848664322759489
11,0.1,0.11,1,133,12,0.000980375252726687,5.79285023820184e-05,0.944208520775355
12,0.11,0.12,1,134,12,0.00057231991852954,0.00010416523739636,0.846019921525417
13,0.12,0.13,1,133,12,0.000611100710166013,7.0915040438918e-05,0.896021403646444
14,0.13,0.14,1,133,12,0.00115086838409323,0.000141745265353058,0.890342125496063
15,0.14,0.15,1,134,12,0.000660864078859791,9.84047895215438e-05,0.870395332115578
16,0.15,0.16,1,133,12,0.000869102225050306,8.98576892650271e-05,0.906296720098897
17,0.16,0.17,1,133,12,0.000927500171966558,8.4707298830407e-05,0.916314292006053
18,0.17,0.18,1,134,12,0.000487070617592575,0.000107958068702157,0.818566615041006
19,0.18,0.19,1,133,12,0.000409160182269103,7.08014625135271e-05,0.852485165672785
20,0.19,0.2,1,133,12,0.00105563894847236,5.74135437688676e-05,0.948417937007391
21,0.2,0.21,1,134,12,0.00157837312577433,7.83168043453333e-05,0.952726938866782
22,0.21,0.22,1,133,12,0.00135781645928538,0.000100479652168113,0.931097908457039
23,0.22,0.23,1,133,12,0.0013329684541188,0.000120658140475135,0.916995092877452
24,0.23,0.24,1,133,12,0.000740913750644325,7.09593370282178e-05,0.912597993324742
25,0.24,0.25,1,134,12,0.000804011724638344,7.03641590475362e-05,0.919526418374075
26,0.25,0.26,1,133,12,0.00133491254757428,7.85913307289491e-05,0.944399635589759
27,0.26,0.27,1,133,12,0.0012473185119251,9.55719131576395e-05,0.92883119026502
28,0.27,0.28,1,134,12,0.00108772154886408,0.000116023069171807,0.90361488023837
29,0.28,0.29,1,133,12,0.00156705360846634,6.45559152621673e-05,0.96043421276762
30,0.29,0.3,1,134,12,0.000475113723747522,8.95137781112089e-05,0.841464013324655
31,0.3,0.31,1,133,12,0.00059694773733663,4.66107993923514e-05,0.927573333687313
32,0.31,0.32,1,133,12,0.000562344154402657,0.000132894250428215,0.808850820805068
33,0.32,0.33,1,134,12,0.00108969714490843,7.81801982164707e-05,0.933057868896332
34,0.33,0.34,1,133,12,0.000651871213210475,9.87636235189761e-05,0.868426538862367
35,0.34,0.35,1,133,12,0.00150529255184052,0.00015558061904985,0.906326008646136
36,0.35,0.36,1,134,12,0.000767220528156416,0.000113401824602736,0.871225362100533
37,0.36,0.37,1,133,12,0.00065316919047261,9.84950777641636e-05,0.86896400171421
38,0.37,0.38,1,133,12,0.000885645668910131,6.44666618989854e-05,0.932148378872122
39,0.38,0.39,1,134,12,0.000591528314705228,5.42202359028892e-05,0.916035063722824
40,0.39,0.4,1,133,12,0.000642732332952661,5.87799407122351e-05,0.91620967598307
41,0.4,0.41,1,133,12,0.000691400647904472,6.99604648495266e-05,0.908111323683889
42,0.41,0.42,1,134,12,0.00121353511177503,5.26677098869728e-05,0.958404997220081
43,0.42,0.43,1,133,12,0.000672292018878415,8.45132117581133e-05,0.88832898038108
44,0.43,0.44,1,133,12,0.000608206584556902,9.13350202345461e-05,0.86943589972497
45,0.44,0.45,1,134,12,0.00113470235192301,7.17785047025585e-05,0.940505890078258
46,0.45,0.46,1,133,12,0.000659658519744744,9.08550013124743e-05,0.878942885419985
47,0.46,0.47,1,133,12,0.00101729670910619,0.000124555873759842,0.890917728234928
48,0.47,0.48,1,134,12,0.00054209952747242,8.13058413143157e-05,0.869577893638369
49,0.48,0.49,1,133,12,0.000566297221478515,9.47225054906085e-05,0.856702452852768
50,0.49,0.5,1,133,12,0.000445692704449241,5.95546168650591e-05,0.882127792958626
51,0.5,0.51,1,134,12,0.000625304841322619,0.000101783225902152,0.86001252050436
52,0.51,0.52,1,133,12,0.00042903439363243,9.15463719472332e-05,0.824145688814882
53,0.52,0.53,1,133,12,0.000477329556742742,6.89931869456394e-05,0.873713500412144
54,0.53,0.54,1,134,12,0.000618029530223672,0.00012951651105169,0.826744435927015
55,0.54,0.55,1,133,12,0.000451750634169191,6.32810466719569e-05,0.877131739607539
56,0.55,0.56,1,133,12,0.000541708539226088,9.29161966496424e-05,0.85358875663517
57,0.56,0.57,1,134,12,0.000969068508832523,8.16211809039825e-05,0.92231656815396
58,0.57,0.58,1,133,12,0.000894192022915399,8.49860579680031e-05,0.913206739787997
59,0.58,0.59,1,133,12,0.00165431585057709,6.53885595726264e-05,0.961976861147356
60,0.59,0.6,1,134,12,0.00052812588929414,6.83227026067343e-05,0.885450810791605
61,0.6,0.61,1,133,12,0.000888084546663757,6.21833631116049e-05,0.934562282413278
62,0.61,0.62,1,133,12,0.000540489190135825,6.84224183464837e-05,0.887631607948772
63,0.62,0.63,1,134,12,0.00127377460378527,7.65911689231346e-05,0.943281168353729
64,0.63,0.64,1,133,12,0.000673917526823998,8.08415162199762e-05,0.892890960413089
65,0.64,0.65,1,133,12,0.00164478279066635,0.000137196565821316,0.923008891589106
66,0.65,0.66,1,134,12,0.000827910598826744,0.000110062744955903,0.882658984196668
67,0.66,0.67,1,133,12,0.000888543106707395,0.000138561703552276,0.865094874283331
68,0.67,0.68,1,133,12,0.00068738278420664,7.96020294883443e-05,0.896214334277549
69,0.68,0.69,1,133,12,0.00134474320405695,8.37399172397551e-05,0.941378434234672
70,0.69,0.7,1,134,12,0.00116282585109457,8.40768285378323e-05,0.932571458934855
71,0.7,0.71,1,133,12,0.00122312663978179,6.35404254165409e-05,0.950616264972364
72,0.71,0.72,1,134,12,0.000968995378017501,8.94953470636475e-05,0.915450041324843
73,0.72,0.73,1,133,12,0.000536263738450928,7.52614015783614e-05,0.876928360500834
74,0.73,0.74,1,133,12,0.000602689636698013,7.38859502433117e-05,0.890794241368749
75,0.74,0.75,1,134,12,0.00107260002739722,5.55787446600465e-05,0.950735870912819
76,0.75,0.76,1,133,12,0.000817980403197379,5.51213063279139e-05,0.936867256441539
77,0.76,0.77,1,133,12,0.000532039848603338,9.39666645181859e-05,0.849895068903309
78,0.77,0.78,1,134,12,0.000767763518052028,7.78305404931122e-05,0.907957559887517
79,0.78,0.79,1,133,12,0.000687156138886257,5.14467081120656e-05,0.930345911444635
80,0.79,0.8,1,133,12,0.000663170705393306,6.12139275193592e-05,0.915495270415628
81,0.8,0.81,1,134,12,0.000648365947023882,0.000113125474468564,0.851442220784511
82,0.81,0.82,1,133,12,0.000511225026188042,5.87381725188603e-05,0.896943920849413
83,0.82,0.83,1,133,12,0.000668345847537143,5.87733537459483e-05,0.919169575439301
84,0.83,0.84,1,134,12,0.000912824057096308,6.94610725946487e-05,0.929286242359688
85,0.84,0.85,1,133,12,0.000639975266524309,0.000109374448022282,0.854040849153507
86,0.85,0.86,1,133,12,0.000448900565994256,6.40646993107388e-05,0.875109088969898
87,0.86,0.87,1,134,12,0.000756996081596818,7.75691152914285e-05,0.907054457122521
88,0.87,0.88,1,133,12,0.000760099807618968,0.000104416966317565,0.879219270851035
89,0.88,0.89,1,133,12,0.000729473368418736,4.6248410265845e-05,0.94038015750406
90,0.89,0.9,1,134,12,0.000548273839400113,8.20000425831304e-05,0.869897762025128
91,0.9,0.91,1,133,12,0.000611964043136539,6.9533061048779e-05,0.897970129848313
92,0.91,0.92,1,133,12,0.000636438205438247,0.000119228796668607,0.842220453802814
93,0.92,0.93,1,134,12,0.00100532867570308,9.55626629957442e-05,0.913195190445687
94,0.93,0.94,1,133,12,0.00082662231998071,9.27025200990912e-05,0.89916238955205
95,0.94,0.95,1,133,12,0.00129959527306497,4.41693445702334e-05,0.967130147653416
96,0.95,0.96,1,134,12,0.00123189373515554,0.000107336017764436,0.919852424477273
97,0.96,0.97,1,133,12,0.00100303326257737,0.000113438076465471,0.898395890249433
98,0.97,0.98,1,133,12,0.00078561748516275,8.52424939743481e-05,0.902116877550382
99,0.98,0.99,1,134,12,0.00196722334684739,9.81908041331523e-05,0.952459508381631
100,0.99,1,1,133,12,0.00120256223307156,0.000126400964570419,0.904887535791288
101,1,1.01,1,133,12,0.00169192436717897,0.000122366954815549,0.93255385541886
102,1.01,1.02,1,134,12,0.000606228743646505,0.000126314023252574,0.827567714869027
103,1.02,1.03,1,133,12,0.000753418285467087,0.000100707038713722,0.882093369833859
104,1.03,1.04,1,133,12,0.000540837514992855,6.70137917796284e-05,0.889752985585484
105,1.04,1.05,1,133,12,0.00124422546842685,0.000121742925353585,0.910874273586484
106,1.05,1.06,1,134,12,0.000939088073342984,6.88865829944922e-05,0.931658417638401
107,1.06,1.07,1,133,12,0.000918535729261642,9.08414623270054e-05,0.910002461830913
108,1.07,1.08,1,134,12,0.000886789245502238,7.36865937074371e-05,0.923281158464049
109,1.08,1.09,1,133,12,0.00153988164325252,6.06267150264853e-05,0.96212033838319
110,1.09,1.1,1,133,12,0.000965201786808095,6.35844650571714e-05,0.938194678494305
111,1.1,1.11,1,133,12,0.000995430618483699,8.76007535966648e-05,0.919115220616006
112,1.11,1.12,1,134,12,0.00138762077202688,7.31359534053161e-05,0.949932831297643
113,1.12,1.13,1,133,12,0.00105663068490354,8.36351667266917e-05,0.92665292343262
114,1.13,1.14,1,134,12,0.00098483894112493,8.4969455748203e-05,0.920575071202886
115,1.14,1.15,1,133,12,0.000867416774086778,7.35423165851212e-05,0.921843237060808
116,1.15,1.16,1,133,12,0.000709373616007075,6.04635973025694e-05,0.9214592432566
117,1.16,1.17,1,134,12,0.000894905128376338,7.1174977860936e-05,0.926326008162873
118,1.17,1.18,1,133,12,0.000656754882885485,9.4285644608822e-05,0.874459977648095
119,1.18,1.19,1,133,12,0.00069643031129832,5.98203062534768e-05,0.920898833184252
120,1.19,1.2,1,133,12,0.000652344039111715,7.93289872178126e-05,0.891578636408437
121,1.2,1.21,1,134,12,0.000625294364088073,5.04650041125898e-05,0.925321044017544
122,1.21,1.22,1,133,12,0.000677947799980947,0.000107487786643266,0.863148820254954
123,1.22,1.23,1,133,12,0.000647849766309707,6.48585153732029e-05,0.908997107175389
124,1.23,1.24,1,134,12,0.000978003831479775,7.26054848308867e-05,0.930892022654197
125,1.24,1.25,1,211,12,0.000388920984727003,0.000161603077471708,0.706455923422694
126,0,0.01,-1,212,12,0.00104845851412085,0.000183399426578242,0.85111966200083
127,0.01,0.02,-1,133,12,0.000588604377808537,8.2369859589311e-05,0.877238416919321
128,0.02,0.03,-1,133,12,0.000382966399262003,9.43709035485593e-05,0.802297237209614
129,0.03,0.04,-1,133,12,0.000808029957143351,7.70786346468713e-05,0.912916182983862
130,0.04,0.05,-1,134,12,0.000891387412350469,7.08060518712414e-05,0.926411834517589
131,0.05,0.06,-1,133,12,0.000532725396519298,9.93800011100888e-05,0.842779382231511
132,0.06,0.07,-1,133,12,0.000442879301352154,8.0522084578885e-05,0.846156149480479
133,0.07,0.08,-1,134,12,0.00119527289943939,5.48821437992852e-05,0.956099730112589
134,0.08,0.09,-1,133,12,0.000723122767131183,5.50429925667674e-05,0.929265722783623
135,0.09,0.1,-1,134,12,0.00125872093637069,5.58859660850623e-05,0.957488458351569
136,0.1,0.11,-1,133,12,0.000533307895198224,8.44799328076421e-05,0.86325413195606
137,0.11,0.12,-1,133,12,0.00098764033252521,7.70598129267831e-05,0.927622990138628
138,0.12,0.13,-1,134,12,0.00045173974358072,4.22648549442631e-05,0.914444409889181
139,0.13,0.14,-1,133,12,0.000601201714646406,5.69619560027693e-05,0.913453205421404
